0007	01	63	0326	14	2	200	16000	20000	430.69	425.39	430.69
0007	04	6	0045	35	2	200	16000	20000	439.05	437.21	439.05
0007	06	6	0387	27	1	200	16000	20000	inf
0007	07	3	0669	29	2	200	16000	20000	451.62	449.62	451.62
0011	05	1	0458	31	1	200	16000	20000	294.24	292.26	294.24
0011	06	11	0050	12	2	200	16000	20000	298.29	296.49	298.29
0013	08	3	0366	28	1	200	16000	20000	263.39	261.11	263.39
0014	01	67	0337	34	2	200	16000	20000	234.10	229.15	234.10
0021	05	2	0048	16	2	200	16000	20000	167.47	165.64	167.47
0021	05	8	0457	28	1	200	16000	20000	168.88	166.93	168.88
0022	19	3	0348	19	3	200	16000	20000	175.42	173.33	175.42
0023	17	2	0216	15	1	200	16000	20000	173.47	171.60	173.47
0025	13	3	0373	30	1	200	16000	20000	154.75	150.03	154.75
0025	18	3	0616	27	1	200	16000	20000	inf
0026	07	6	0125	12	5	200	16000	20000	141.53	139.74	141.53
0027	06	12	0129	16	5	200	16000	20000	136.16	134.29	136.16
0027	16	5	0152	08	2	200	16000	20000	139.67	138.01	139.67
0027	24	3	0513	32	1	200	16000	20000	148.67	146.72	148.67
0028	03	23	0068	31	1	200	16000	20000	133.87	132.00	133.87
0028	17	2	0787	30	1	200	16000	20000	139.73	137.69	139.73
0028	27	3	0449	34	2	200	16000	20000	155.63	153.67	155.63
0029	17	4	0129	09	7	200	16000	20000	140.28	138.61	140.28
0030	23	2	0186	08	3	200	16000	20000	138.76	136.29	138.76
0031	19	3	0173	08	4	200	16000	20000	134.62	133.02	134.62
0031	24	1	0136	06	9	200	16000	20000	139.83	138.28	139.83
0032	17	1	0059	24	3	200	16000	20000	122.53	120.71	122.53
0032	19	4	0643	35	1	200	16000	20000	128.41	123.20	128.41
0032	23	2	0086	35	2	200	16000	20000	132.45	130.61	132.45
0033	13	1	0281	13	5	200	16000	20000	119.23	117.15	119.23
0034	34	1	0260	14	5	200	16000	20000	148.18	146.31	148.18
0036	15	3	0166	16	1	200	16000	20000	113.36	111.52	113.36
0036	30	3	0240	24	1	200	16000	20000	130.19	128.20	130.19
0037	15	3	0394	29	3	200	16000	20000	119.16	117.00	119.16
0039	34	1	0040	29	2	200	16000	20000	127.10	125.30	127.10
0039	34	1	0243	28	1	200	16000	20000	126.83	124.94	126.83
0040	04	14	0530	25	2	200	16000	20000	101.38	99.42	101.38
0040	23	1	0292	24	2	200	16000	20000	107.46	105.57	107.46
0041	27	1	0101	16	2	200	16000	20000	126.33	124.51	126.33
0042	11	7	0670	33	2	200	16000	20000	100.32	98.18	100.32
0043	20	2	0339	12	4	200	16000	20000	113.71	111.86	113.71
0043	35	2	0109	18	3	200	16000	20000	138.03	136.24	138.03
0044	05	6	0146	29	1	200	16000	20000	97.38	95.50	97.38
0045	11	5	0311	31	1	200	16000	20000	93.75	91.80	93.75
0045	14	4	0496	24	1	200	16000	20000	94.31	92.39	94.31
0045	16	4	0609	29	1	200	16000	20000	93.55	91.60	93.55
0047	25	2	0900	33	1	200	16000	20000	110.21	108.16	110.21
0048	04	16	0147	32	2	200	16000	20000	86.69	84.82	86.69
0050	09	1	0348	14	5	200	16000	20000	82.44	80.56	82.44
0051	04	18	0060	16	3	200	16000	20000	82.91	81.07	82.91
0051	16	3	0423	29	1	200	16000	20000	88.16	86.26	88.16
0051	17	1	0092	05	2	200	16000	20000	85.07	83.64	85.07
0051	24	1	0067	15	5	200	16000	20000	91.89	90.08	91.89
0051	28	3	0159	34	2	200	16000	20000	93.07	91.20	93.07
0052	04	16	0037	21	1	200	16000	20000	86.31	84.49	86.31
0052	24	3	0678	27	2	200	16000	20000	88.73	86.75	88.73
0052	28	1	0477	34	1	200	16000	20000	92.49	90.56	92.49
0052	29	2	0386	22	2	200	16000	20000	94.51	92.63	94.51
0053	24	3	0593	27	1	200	16000	20000	103.98	102.03	103.98
0053	27	1	0262	14	5	200	16000	20000	102.51	100.65	102.51
0054	11	4	0036	26	1	200	16000	20000	79.12	77.29	79.12
0055	23	3	0224	20	2	200	16000	20000	82.08	80.22	82.08
0056	16	2	0812	29	1	200	16000	20000	79.10	77.08	79.10
