02	05	02	21	0085	24	16	2048	2048	1024	114.200000	114.17	114.20
02	11	07	12	0137	09	16	2048	2048	1024	89.030000	89.02	89.03
02	19	24	14	0048	35	16	2048	2048	1024	51.160000	51.15	51.16
02	19	28	38	0167	35	16	2048	2048	1024	136.200000	136.16	136.20
02	20	08	04	0229	16	16	2048	2048	1024	55.890000	55.87	55.89
02	20	09	04	0079	13	16	2048	2048	1024	28.330000	28.32	28.33
02	21	29	02	0060	14	16	2048	2048	1024	55.430000	55.43	55.43
02	22	34	32	0248	31	16	2048	2048	1024	182.290000	182.25	182.29
02	26	22	28	0458	30	16	2048	2048	1024	161.650000	161.61	161.65
02	26	24	29	0334	35	16	2048	2048	1024	115.570000	115.54	115.57
02	30	28	16	0493	30	16	2048	2048	1024	155.430000	155.40	155.43
02	32	08	07	0143	16	16	2048	2048	1024	20.750000	20.75	20.74
03	03	04	38	0136	15	16	2048	2048	1024	380.660000	380.64	380.66
03	03	08	19	0131	30	16	2048	2048	1024	730.520000	730.48	730.52
03	04	05	31	0364	32	16	2048	2048	1024	791.250000	791.21	791.25
03	09	18	40	0429	33	16	2048	2048	1024	707.720000	707.69	707.72
03	16	28	37	0413	24	16	2048	2048	1024	349.920000	349.90	349.92
03	27	23	31	0114	24	16	2048	2048	1024	34.510000	34.51	34.49
03	28	16	33	0267	26	16	2048	2048	1024	49.380000	47.36	49.38
03	30	30	33	0326	22	16	2048	2048	1024	80.190000	80.19	80.19
04	05	08	04	0216	30	16	2048	2048	1024	345.820000	345.81	345.82
04	07	24	04	0138	25	16	2048	2048	1024	346.770000	346.74	346.77
04	09	19	35	0162	21	16	2048	2048	1024	196.760000	196.74	196.76
04	23	31	32	0084	12	16	2048	2048	1024	34.180000	34.18	34.18
04	29	13	13	0128	24	16	2048	2048	1024	26.370000	26.37	26.37
04	32	20	29	0316	35	16	2048	2048	1024	43.720000	43.69	43.72
05	06	12	29	0192	14	16	2048	2048	1024	262.650000	262.63	262.65
05	06	27	15	0330	28	16	2048	2048	1024	942.070000	942.05	942.07
05	07	31	25	0078	15	16	2048	2048	1024	200.890000	200.87	200.89
05	07	31	33	0264	17	16	2048	2048	1024	686.080000	686.06	686.08
05	14	05	31	0051	10	16	2048	2048	1024	23.550000	23.54	23.55
05	14	15	09	0301	27	16	2048	2048	1024	104.470000	104.44	104.47
05	14	27	20	0450	34	16	2048	2048	1024	270.890000	270.84	270.89
05	16	33	23	0504	34	16	2048	2048	1024	252.340000	252.29	252.34
05	18	24	22	0199	23	16	2048	2048	1024	66.040000	66.03	66.04
05	20	25	24	0133	11	16	2048	2048	1024	40.520000	40.52	40.50
05	20	26	17	0124	30	16	2048	2048	1024	42.200000	42.19	42.20
05	21	30	17	0152	26	16	2048	2048	1024	inf
05	23	12	28	0097	15	16	2048	2048	1024	24.800000	24.80	24.80
05	24	34	02	0342	23	16	2048	2048	1024	95.600000	95.60	95.58
05	28	24	05	0116	21	16	2048	2048	1024	24.880000	24.87	24.88
05	29	18	27	0330	34	16	2048	2048	1024	40.300000	40.27	40.30
05	29	30	31	0022	22	16	2048	2048	1024	41.700000	41.70	41.70
05	31	29	19	0178	35	16	2048	2048	1024	29.850000	29.84	29.85
06	06	28	29	0030	24	16	2048	2048	1024	90.980000	90.97	90.98
06	07	20	33	0248	17	16	2048	2048	1024	329.020000	329.00	329.02
06	10	24	06	0559	34	16	2048	2048	1024	505.270000	505.24	505.27
06	10	32	20	0112	07	16	2048	2048	1024	125.660000	125.63	125.66
06	13	20	18	0245	26	16	2048	2048	1024	103.060000	103.03	103.06
06	13	34	15	0368	30	16	2048	2048	1024	264.030000	263.99	264.03
06	14	25	40	0122	12	16	2048	2048	1024	60.070000	60.06	60.07
06	17	26	27	0023	22	16	2048	2048	1024	52.010000	52.01	52.01
06	19	18	37	0031	19	16	2048	2048	1024	34.730000	34.73	34.73
06	22	32	37	0045	18	16	2048	2048	1024	30.700000	30.70	30.68
06	23	32	35	0335	23	16	2048	2048	1024	84.420000	84.40	84.42
07	03	06	27	0346	35	16	2048	2048	1024	729.570000	729.52	729.57
07	04	10	39	0047	08	16	2048	2048	1024	90.100000	90.10	90.09
07	05	28	04	0093	27	16	2048	2048	1024	299.810000	299.78	299.81
07	06	27	13	0165	15	16	2048	2048	1024	349.120000	349.12	349.10
07	17	17	26	0189	23	16	2048	2048	1024	40.220000	40.20	40.22
07	18	32	39	0182	32	16	2048	2048	1024	62.050000	62.00	62.05
08	04	14	28	0312	22	16	2048	2048	1024	696.800000	696.77	696.80
08	04	27	34	0311	34	16	2048	2048	1024	1278.730000	1278.69	1278.73
08	05	27	29	0038	20	16	2048	2048	1024	110.790000	110.76	110.79
08	09	20	27	0116	17	16	2048	2048	1024	80.220000	80.20	80.22
08	11	35	26	0208	28	16	2048	2048	1024	162.130000	162.11	162.13
08	12	12	22	0093	29	16	2048	2048	1024	60.360000	60.34	60.36
08	12	33	03	0074	17	16	2048	2048	1024	51.030000	51.03	51.03
08	14	29	08	0342	28	16	2048	2048	1024	148.930000	148.89	148.93
08	17	25	32	0033	21	16	2048	2048	1024	44.810000	44.80	44.81
08	23	31	07	0075	22	16	2048	2048	1024	31.300000	31.30	31.27
08	25	24	26	0223	26	16	2048	2048	1024	28.920000	28.92	28.92
08	25	35	14	0117	24	16	2048	2048	1024	33.080000	33.08	33.07
08	27	19	36	0198	26	16	2048	2048	1024	39.300000	39.30	39.30
08	28	32	24	0241	30	16	2048	2048	1024	41.180000	41.16	41.18
08	29	27	13	0155	28	16	2048	2048	1024	32.420000	32.42	32.40
09	09	16	10	0070	22	16	2048	2048	1024	56.020000	56.02	56.02
09	12	07	10	0091	32	16	2048	2048	1024	60.990000	60.96	60.99
09	17	14	40	0028	14	16	2048	2048	1024	29.750000	29.75	29.75
09	18	34	34	0182	20	16	2048	2048	1024	50.720000	50.71	50.72
09	24	23	14	0280	29	16	2048	2048	1024	37.630000	37.61	37.63
09	25	19	35	0058	15	16	2048	2048	1024	28.160000	28.13	28.16
09	25	30	32	0060	24	16	2048	2048	1024	38.990000	38.96	38.99
09	31	33	36	0063	15	16	2048	2048	1024	27.510000	27.51	27.51
10	04	18	14	0370	35	16	2048	2048	1024	851.800000	851.76	851.80
10	06	18	19	0102	23	16	2048	2048	1024	107.300000	107.30	107.30
10	08	10	33	0182	19	16	2048	2048	1024	66.230000	66.22	66.23
10	16	33	18	0323	22	16	2048	2048	1024	92.230000	92.23	92.20
10	27	28	30	0055	33	16	2048	2048	1024	57.270000	57.23	57.27
11	02	12	08	0393	31	16	2048	2048	1024	2034.100000	2034.05	2034.10
11	04	27	38	0405	34	16	2048	2048	1024	1169.780000	1169.75	1169.78
11	08	16	36	0069	09	16	2048	2048	1024	41.340000	41.33	41.34
11	09	31	33	0074	14	16	2048	2048	1024	62.420000	62.42	62.42
11	10	35	26	0057	11	16	2048	2048	1024	46.550000	46.55	46.53
11	16	17	01	0309	35	16	2048	2048	1024	53.850000	53.81	53.85
11	18	34	08	0061	25	16	2048	2048	1024	45.550000	45.54	45.55
11	19	21	24	0333	35	16	2048	2048	1024	47.410000	47.36	47.41
11	31	23	02	0084	29	16	2048	2048	1024	42.420000	42.40	42.42
12	05	29	34	0052	10	16	2048	2048	1024	103.510000	103.49	103.51
12	05	31	30	0121	11	16	2048	2048	1024	254.770000	254.75	254.77
12	06	08	23	0162	17	16	2048	2048	1024	75.790000	75.78	75.79
12	09	26	23	0278	29	16	2048	2048	1024	154.500000	154.49	154.50
12	10	14	01	0115	33	16	2048	2048	1024	79.620000	79.60	79.62
12	10	19	05	0167	22	16	2048	2048	1024	58.110000	58.09	58.11
12	10	35	31	0196	34	16	2048	2048	1024	119.810000	119.79	119.81
12	11	24	16	0105	27	16	2048	2048	1024	63.300000	63.29	63.30
12	14	21	08	0403	34	16	2048	2048	1024	84.900000	84.87	84.90
12	14	33	29	0217	17	16	2048	2048	1024	69.710000	69.69	69.71
12	19	32	35	0338	32	16	2048	2048	1024	66.130000	66.09	66.13
12	23	30	01	0138	23	16	2048	2048	1024	41.500000	41.49	41.50
12	30	31	22	0197	25	16	2048	2048	1024	46.330000	46.33	46.31
13	12	15	28	0045	10	16	2048	2048	1024	29.220000	29.22	29.22
13	14	28	35	0148	30	16	2048	2048	1024	54.720000	54.69	54.72
13	18	23	29	0008	02	16	2048	2048	1024	21.310000	21.31	21.29
13	24	18	08	0011	10	16	2048	2048	1024	44.840000	44.84	44.84
14	02	13	08	0264	35	16	2048	2048	1024	1254.500000	1254.45	1254.50
14	06	12	39	0174	19	16	2048	2048	1024	94.450000	94.42	94.45
14	07	30	31	0030	15	16	2048	2048	1024	58.560000	58.54	58.56
14	07	35	23	0284	29	16	2048	2048	1024	285.480000	285.43	285.48
14	08	24	27	0121	27	16	2048	2048	1024	74.070000	74.05	74.07
14	09	28	20	0085	07	16	2048	2048	1024	49.300000	49.30	49.29
14	19	30	30	0074	20	16	2048	2048	1024	39.910000	39.91	39.91
14	22	33	24	0179	30	16	2048	2048	1024	54.910000	54.89	54.91
15	05	26	14	0058	09	16	2048	2048	1024	86.220000	86.22	86.22
15	05	30	09	0405	30	16	2048	2048	1024	614.250000	614.22	614.25
15	09	21	03	0298	27	16	2048	2048	1024	119.920000	119.89	119.92
15	15	34	34	0123	13	16	2048	2048	1024	32.140000	32.14	32.12
15	23	33	23	0028	04	16	2048	2048	1024	24.890000	24.89	24.87
15	23	34	10	0102	27	16	2048	2048	1024	63.300000	63.30	63.29
16	02	11	27	0252	20	16	2048	2048	1024	818.410000	818.38	818.41
16	02	16	20	0038	03	16	2048	2048	1024	188.150000	188.15	188.14
16	03	17	19	0328	34	16	2048	2048	1024	744.570000	744.52	744.57
16	04	23	04	0019	03	16	2048	2048	1024	44.180000	44.17	44.18
16	07	29	30	0477	33	16	2048	2048	1024	356.470000	356.43	356.47
16	16	28	29	0251	33	16	2048	2048	1024	61.440000	61.43	61.44
16	19	30	08	0011	10	16	2048	2048	1024	48.350000	48.35	48.34
16	28	26	26	0035	30	16	2048	2048	1024	63.280000	63.28	63.27
17	03	33	37	0106	21	16	2048	2048	1024	434.460000	434.45	434.46
17	06	12	25	0380	35	16	2048	2048	1024	178.520000	178.48	178.52
17	10	16	25	0292	32	16	2048	2048	1024	78.160000	78.15	78.16
17	19	25	11	0063	26	16	2048	2048	1024	58.500000	58.48	58.50
17	23	23	28	0041	23	16	2048	2048	1024	62.700000	62.69	62.70
18	03	34	27	0017	09	16	2048	2048	1024	79.380000	79.38	79.36
18	08	12	30	0172	22	16	2048	2048	1024	71.380000	71.37	71.38
18	09	23	39	0204	17	16	2048	2048	1024	70.470000	70.44	70.47
18	17	30	29	0065	32	16	2048	2048	1024	65.440000	65.42	65.44
18	18	35	27	0135	16	16	2048	2048	1024	37.460000	37.44	37.46
19	02	13	34	0178	23	16	2048	2048	1024	597.760000	597.73	597.76
19	03	29	34	0196	17	16	2048	2048	1024	642.700000	642.69	642.70
19	06	29	37	0042	26	16	2048	2048	1024	98.680000	98.67	98.68
20	02	25	33	0129	25	16	2048	2048	1024	772.910000	772.89	772.91
20	03	34	05	0133	14	16	2048	2048	1024	479.480000	479.45	479.48
20	07	25	26	0122	33	16	2048	2048	1024	99.810000	99.79	99.81
20	08	18	12	0129	14	16	2048	2048	1024	49.260000	49.25	49.26
20	10	29	13	0180	25	16	2048	2048	1024	64.370000	64.35	64.37
21	07	13	27	0051	18	16	2048	2048	1024	78.510000	78.49	78.51
21	07	32	04	0154	30	16	2048	2048	1024	102.200000	102.18	102.20
22	02	07	35	0327	29	16	2048	2048	1024	623.450000	623.42	623.45
22	03	30	09	0271	16	16	2048	2048	1024	821.790000	821.77	821.79
22	11	28	02	0159	20	16	2048	2048	1024	52.260000	52.25	52.26
22	14	33	25	0094	24	16	2048	2048	1024	56.640000	56.64	56.64
22	22	33	25	0058	19	16	2048	2048	1024	61.100000	61.10	61.09
22	25	34	31	0006	06	16	2048	2048	1024	57.290000	57.29	57.27
23	03	24	12	0187	14	16	2048	2048	1024	444.660000	444.65	444.66
23	03	28	15	0012	11	16	2048	2048	1024	91.190000	91.18	91.19
23	04	15	05	0091	10	16	2048	2048	1024	85.470000	85.47	85.47
24	02	21	22	0303	20	16	2048	2048	1024	1371.040000	1371.00	1371.04
24	05	24	38	0187	22	16	2048	2048	1024	160.580000	160.55	160.58
24	05	29	15	0106	14	16	2048	2048	1024	110.780000	110.75	110.78
24	06	27	32	0210	20	16	2048	2048	1024	143.980000	143.96	143.98
24	06	34	08	0109	30	16	2048	2048	1024	114.780000	114.76	114.78
24	07	23	27	0144	22	16	2048	2048	1024	80.410000	80.38	80.41
24	12	31	22	0130	18	16	2048	2048	1024	55.670000	55.66	55.67
24	15	29	08	0070	24	16	2048	2048	1024	67.450000	67.41	67.45
25	02	22	36	0069	16	16	2048	2048	1024	295.960000	295.95	295.96
25	02	24	13	0041	16	16	2048	2048	1024	192.780000	192.76	192.78
25	03	26	21	0054	06	16	2048	2048	1024	126.640000	126.63	126.64
25	05	25	13	0297	21	16	2048	2048	1024	262.380000	262.36	262.38
25	05	31	29	0149	23	16	2048	2048	1024	154.890000	154.88	154.89
25	07	12	18	0048	35	16	2048	2048	1024	128.890000	128.86	128.89
25	09	32	21	0016	07	16	2048	2048	1024	39.630000	39.63	39.62
25	13	25	16	0222	34	16	2048	2048	1024	86.780000	86.73	86.78
25	17	35	08	0058	15	16	2048	2048	1024	50.860000	50.86	50.86
26	04	26	07	0136	14	16	2048	2048	1024	165.450000	165.44	165.45
26	05	31	03	0082	32	16	2048	2048	1024	138.130000	138.11	138.13
26	06	23	28	0224	35	16	2048	2048	1024	129.990000	129.96	129.99
27	04	22	26	0131	19	16	2048	2048	1024	146.040000	146.03	146.04
27	07	25	17	0153	35	16	2048	2048	1024	116.680000	116.65	116.68
27	08	33	04	0286	24	16	2048	2048	1024	117.670000	117.64	117.67
28	02	05	34	0156	31	16	2048	2048	1024	391.180000	391.14	391.18
28	05	33	28	0252	25	16	2048	2048	1024	231.320000	231.30	231.32
28	07	17	01	0206	27	16	2048	2048	1024	100.180000	100.15	100.18
28	09	31	03	0127	18	16	2048	2048	1024	60.080000	60.08	60.08
28	10	26	18	0133	33	16	2048	2048	1024	107.490000	107.48	107.49
29	02	27	16	0322	21	16	2048	2048	1024	1452.300000	1452.28	1452.30
29	03	16	06	0360	31	16	2048	2048	1024	484.470000	484.42	484.47
29	05	14	03	0119	27	16	2048	2048	1024	146.830000	146.80	146.83
29	05	32	31	0473	33	16	2048	2048	1024	423.280000	423.23	423.28
29	09	19	11	0088	17	16	2048	2048	1024	70.490000	70.47	70.49
30	02	22	03	0061	10	16	2048	2048	1024	227.830000	227.81	227.83
30	05	28	11	0082	23	16	2048	2048	1024	109.520000	109.51	109.52
30	05	31	13	0258	22	16	2048	2048	1024	233.100000	233.06	233.10
30	06	25	05	0059	30	16	2048	2048	1024	163.190000	163.17	163.19
30	09	28	17	0037	18	16	2048	2048	1024	84.800000	84.79	84.80
30	12	26	30	0036	21	16	2048	2048	1024	69.940000	69.92	69.94
30	14	32	08	0027	26	16	2048	2048	1024	90.170000	90.17	88.18
31	02	23	25	0103	32	16	2048	2048	1024	414.740000	414.70	414.74
31	03	17	09	0079	33	16	2048	2048	1024	235.580000	235.56	235.58
31	14	33	22	0013	09	16	2048	2048	1024	51.910000	51.91	51.91
32	04	18	17	0383	33	16	2048	2048	1024	297.660000	297.61	297.66
32	05	29	14	0363	27	16	2048	2048	1024	289.030000	288.99	289.03
32	08	27	10	0290	29	16	2048	2048	1024	103.050000	103.01	103.05
32	09	33	37	0078	17	16	2048	2048	1024	66.800000	66.80	66.79
32	13	30	36	0106	34	16	2048	2048	1024	103.740000	103.73	103.74
02	11	20	22	0705	31	16	2048	2048	1024	1194.560000	1194.53	1194.56
02	13	19	16	0926	35	16	2048	2048	1024	1075.680000	1075.63	1075.68
02	17	32	16	0209	11	16	2048	2048	1024	246.850000	246.85	246.85
02	18	31	17	0864	33	16	2048	2048	1024	895.370000	893.34	895.37
02	23	14	09	0532	30	16	2048	2048	1024	181.140000	181.10	181.14
02	24	03	23	0397	33	16	2048	2048	1024	40.210000	40.17	40.21
02	26	27	40	0836	33	16	2048	2048	1024	388.910000	388.87	388.91
03	11	29	34	0575	24	16	2048	2048	1024	958.260000	958.22	958.26
03	13	32	04	0585	23	16	2048	2048	1024	805.150000	805.11	805.15
03	19	24	15	0587	28	16	2048	2048	1024	291.800000	291.75	291.80
03	22	29	32	0518	24	16	2048	2048	1024	260.320000	260.28	260.32
03	24	29	31	0313	13	16	2048	2048	1024	119.920000	119.91	119.92
